,index,genres,id,keywords,original_title,release_date,revenue,status,title,cast,director
2178,2203,'Drama Action Thriller Romance',8198,'terror journalist lover (female) saigon indochina','The Quiet American',2002-11-22,27674124,Released,'The Quiet American','Michael Caine Brendan Fraser \\u0110\\u1ed7 Th\\u1ecb H\\u1ea3i Y\\u1ebfn Tzi Ma Rade Serbedzija','Phillip Noyce'
2179,2204,'Comedy Drama',6963,'new york chicago midlife crisis television daughter','The Weather Man',2005-10-20,12482775,Released,'The Weather Man','Nicolas Cage Michael Caine Hope Davis Gemmenne de la Pe\\u00f1a Nicholas Hoult','Gore Verbinski'
2180,2205,'Action Adventure Drama Thriller',15070,sport,Undisputed,2002-08-23,12398628,Released,Undisputed,'Wesley Snipes Ving Rhames Peter Falk Michael Rooker Jon Seda','Walter Hill'
2181,2206,'Comedy Fantasy Romance',12797,'dying and death misanthrope lecture cardiopulmonery resuscitation','Ghost Town',2008-09-19,0,Released,'Ghost Town','Ricky Gervais Greg Kinnear T\\u00e9a Leoni Billy Campbell Jordan Carlos','David Koepp'
2182,2207,'Action Adventure Drama Thriller',17134,'police cops cat and mouse family revenge drama','12 Rounds',2009-03-19,17280326,Released,'12 Rounds','John Cena Aidan Gillen Ashley Scott Steve Harris Brian J. White','Renny Harlin'
2183,2208,'Drama Horror Mystery',41402,'vampire child vampire remake bully young boy','Let Me In',2010-10-01,24145613,Released,'Let Me In','Kodi Smit-McPhee Chlo\\u00eb Grace Moretz Richard Jenkins Elias Koteas Sasha Barrese','Matt Reeves'
2184,2209,'Adventure Action Comedy Family',18885,'underdog hero friendship treasure hunt friends','3 Ninjas Kick Back',1994-05-06,0,Released,'3 Ninjas Kick Back','Victor Wong Max Elliott Slade Sean Fox J. Evan Bonifant Caroline Junko King','Charles T. Kanganis'
2185,2210,'Drama Comedy',4953,'camcorder videoband delusion nuclear power plant video store','Be Kind Rewind',2008-01-20,0,Released,'Be Kind Rewind','Jack Black Yasiin Bey Danny Glover Mia Farrow Marcus Carl Franklin','Michel Gondry'
2186,2211,'Comedy Drama',10773,'world war ii widow musical theatre milieu nacktrevue','Mrs Henderson Presents',2005-09-09,0,Released,'Mrs Henderson Presents','Judi Dench Bob Hoskins Will Young Christopher Guest Kelly Reilly','Stephen Frears'
2187,2212,'Action Thriller',146198,'heist betrayal dirty cop','Triple 9',2016-02-19,12639297,Released,'Triple 9','Casey Affleck Chiwetel Ejiofor Woody Harrelson Kate Winslet Anthony Mackie','John Hillcoat'
2188,2213,'Comedy Drama',2639,'new york writer\'s block insanity independent film author','Deconstructing Harry',1997-08-26,10686841,Released,'Deconstructing Harry','Woody Allen Kirstie Alley Billy Crystal Judy Davis Caroline Aaron','Woody Allen'
2189,2214,'Comedy Romance',10563,'gay dance architect artist tango','Three to Tango',1999-10-22,0,Released,'Three to Tango','Matthew Perry Neve Campbell Dylan McDermott Oliver Platt Cylk Cozart','Damon Santostefano'
2190,2215,Drama,295964,'london england cook restaurant diva career',Burnt,2015-10-02,36606743,Released,Burnt,'Bradley Cooper Sienna Miller Lily James Alicia Vikander Uma Thurman','John Wells'
2191,2216,'Comedy Crime Drama',5971,'prison prisoner independent film','We\'re No Angels',1989-12-15,0,Released,'We\'re No Angels','Robert De Niro Sean Penn Demi Moore Hoyt Axton Bruno Kirby','Neil Jordan'
2192,2217,'Music Comedy Romance',9716,'paris venice adultery robbery lovesickness','Everyone Says I Love You',1996-12-06,0,Released,'Everyone Says I Love You','Drew Barrymore Diva Gray Natasha Lyonne Edward Norton Woody Allen','Woody Allen'
2193,2218,'Action Crime Drama Thriller',11835,'loss of son repayment revenge murder gang','Death Sentence',2007-08-31,16974459,Released,'Death Sentence','Kevin Bacon Garrett Hedlund Kelly Preston Jordan Garrett John Goodman','James Wan'
2194,2219,Drama,26171,'family relationships doctor retired visit widower','Everybody\'s Fine',2009-12-04,0,Released,'Everybody\'s Fine','Robert De Niro Drew Barrymore Kate Beckinsale Sam Rockwell Melissa Leo','Kirk Jones'
2195,2220,'Comedy Family',31117,'baby baseball scientific study computer genius','Superbabies: Baby Geniuses 2',2004-08-27,9109322,Released,'Superbabies: Baby Geniuses 2','Jon Voight Scott Baio Vanessa Angel Skyler Shaye Whoopi Goldberg','Bob Clark'
2196,2221,'Action Comedy Crime',9074,'mistake in person false identity arms dealer cop police officer','The Man',2005-09-08,12382362,Released,'The Man','Samuel L. Jackson Eugene Levy Luke Goss Miguel Ferrer Susie Essman','Les Mayfield'
2197,2222,'Action Comedy Crime',14396,?,'Code Name: The Cleaner',2007-01-05,10337477,Released,'Code Name: The Cleaner','Cedric the Entertainer Lucy Liu Nicollette Sheridan Mark Dacascos Callum Keith Rennie','Les Mayfield'
2198,2223,Comedy,15673,'gay drag queen mistaken identity','Connie and Carla',2004-04-16,11341016,Released,'Connie and Carla','Nia Vardalos Toni Collette David Duchovny Stephen Spinella Alec Mapa','Michael Lembeck'
2199,2225,'Comedy Romance Crime Drama Mystery',171274,'based on novel 1970s private investigator smoking marijuana los angeles','Inherent Vice',2014-12-25,11110975,Released,'Inherent Vice','Joaquin Phoenix Josh Brolin Owen Wilson Katherine Waterston Reese Witherspoon','Paul Thomas Anderson'
2200,2226,Family,24432,?,Doogal,2006-02-24,0,Released,Doogal,'Daniel Tay Jimmy Fallon Jon Stewart Whoopi Goldberg William H. Macy','Frank Passingham'
2201,2227,'Music Drama',109417,'musical 3d','Battle of the Year',2013-09-21,16549477,Released,'Battle of the Year','Josh Holloway Josh Peck Chris Brown Laz Alonso Caity Lotz','Benson Lee'
2202,2228,'Comedy Fantasy',13948,'terrorist parody documentary filmmaker sattire','An American Carol',2008-10-03,7000000,Released,'An American Carol','Kevin Farley Kelsey Grammer Leslie Nielsen Trace Adkins Robert Davi','David Zucker'
2203,2229,'Action Crime Thriller',106747,'mexico white house nuclear missile machete outer space','Machete Kills',2013-09-12,15008161,Released,'Machete Kills','Danny Trejo Mel Gibson Amber Heard Michelle Rodriguez Sof\\u00eda Vergara','Robert Rodriguez'
2204,2230,Horror,10929,'bad boss evil mother revenge humiliation obedience',Willard,2003-03-14,0,Released,Willard,'Crispin Glover R. Lee Ermey Laura Harring Jackie Burroughs Ashlyn Gere','Glen Morgan'
2205,2231,Comedy,14220,'tv show bigfoot','Strange Wilderness',2008-02-01,6575282,Released,'Strange Wilderness','Steve Zahn Allen Covert Jonah Hill Kevin Heffernan Ashley Scott','Fred Wolf'
2206,2232,'Comedy Drama Music',46435,'prostitute musical biography telephone call cigar smoking',Topsy-Turvy,1999-09-03,0,Released,Topsy-Turvy,'Allan Corduner Jim Broadbent Timothy Spall Dexter Fletcher Shirley Henderson','Mike Leigh'
2207,2233,'Comedy Drama War',256962,'japanese world war ii spirituality','Little Boy',2015-04-23,6420319,Released,'Little Boy','Jakob Salvati Emily Watson Cary-Hiroyuki Tagawa Michael Rapaport David Henrie','Alejandro Monteverde'
2208,2234,'Drama Thriller',48231,'based on novel psychoanalysis sigmund freud biography spanking','A Dangerous Method',2011-09-30,27462041,Released,'A Dangerous Method','Keira Knightley Viggo Mortensen Michael Fassbender Sarah Gadon Vincent Cassel','David Cronenberg'
2209,2235,'Animation Science Fiction Thriller',3509,'california detective based on novel dream undercover','A Scanner Darkly',2006-05-25,7659918,Released,'A Scanner Darkly','Keanu Reeves Winona Ryder Woody Harrelson Robert Downey Jr. Mitch Baker','Richard Linklater'
2210,2236,Drama,82684,'wave surfing sport mentor prot\\u00e9g\\u00e9 relationship santa cruz california','Chasing Mavericks',2012-10-25,0,Released,'Chasing Mavericks','Gerard Butler Jonny Weston Elisabeth Shue Abigail Spencer Leven Rambin','Curtis Hanson'
2211,2237,'Action Fantasy Horror Thriller',12142,'detective monster professor island museum','Alone in the Dark',2005-01-28,10442808,Released,'Alone in the Dark','Christian Slater Tara Reid Stephen Dorff Frank C. Turner Matthew Walker','Uwe Boll'
2212,2238,'Comedy Drama Family Music',23367,'new jersey musical battle of the bands teenager rock band',Bandslam,2009-08-06,5210988,Released,Bandslam,'Vanessa Hudgens Aly Michalka Gaelan Connell Lisa Kudrow Scott Porter','Todd Graff'
2213,2239,'Drama Mystery Thriller',10740,'loss of husband reincarnation friends little boy independent film',Birth,2004-09-08,0,Released,Birth,'Nicole Kidman Cameron Bright Danny Huston Lauren Bacall Alison Elliott','Jonathan Glazer'
2214,2240,'Crime Drama Thriller',241239,'corruption capitalism winter american dream immigrant','A Most Violent Year',2014-12-30,12007070,Released,'A Most Violent Year','Oscar Isaac Jessica Chastain Albert Brooks Elyes Gabel David Oyelowo','J.C. Chandor'
2215,2241,'Drama Romance War History',14582,'nurse battle platoon veteran recruitment',Passchendaele,2008-10-17,0,Released,Passchendaele,'Paul Gross Caroline Dhavernas Joe Dinicol Meredith Bailey Adam Harrington','Paul Gross'
2216,2242,Drama,14914,biography,'Flash of Genius',2008-09-07,0,Released,'Flash of Genius','Aaron Abrams Alan Alda Lauren Graham Greg Kinnear Tatiana Maslany','Marc Abraham'
2217,2243,'Drama Music',3902,'rock and roll music style success john f. kennedy advancement','I\'m Not There.',2007-10-01,4001121,Released,'I\'m Not There.','Cate Blanchett Heath Ledger Julianne Moore Ben Whishaw Charlotte Gainsbourg','Todd Haynes'
2218,2244,'Action Thriller',77948,'kidnapping spying government','The Cold Light of Day',2012-04-04,16863583,Released,'The Cold Light of Day','Henry Cavill Ver\\u00f3nica Echegui Sigourney Weaver Bruce Willis Caroline Goodall','Mabrouk El Mechri'
2219,2245,'Adventure Comedy Drama Romance',21755,'con man estafa','The Brothers Bloom',2008-09-09,5530764,Released,'The Brothers Bloom','Rachel Weisz Adrien Brody Mark Ruffalo Rinko Kikuchi Robbie Coltrane','Rian Johnson'
2220,2247,'Adventure Fantasy Animation',128,'fight wolf village and town iron pan',もののけ姫,1997-07-12,159375308,Released,'Princess Mononoke','Y\\u014dji Matsuda Yuriko Ishida Y\\u016bko Tanaka Kaoru Kobayashi Masahiko Nishimura','Hayao Miyazaki'
2221,2248,'Comedy Drama Foreign',14652,?,'Bon voyage',2003-04-16,0,Released,'Bon voyage','Gr\\u00e9gori Derang\\u00e8re G\\u00e9rard Depardieu Isabelle Adjani Virginie Ledoyen Yvan Attal','Jean-Paul Rappeneau'
2222,2249,'Comedy Music',40932,'camp disco woman director village people','Can\'t Stop the Music',1980-06-20,0,Released,'Can\'t Stop the Music','Alex Briley David Hodo Glenn Hughes Randy Jones Felipe Rose','Nancy Walker'
2223,2250,'Action Adventure Crime Drama Thriller',16608,'gallows australia psychopath outlaw misanthrope','The Proposition',2005-10-06,5048693,Released,'The Proposition','Guy Pearce Ray Winstone Emily Watson Danny Huston David Wenham','John Hillcoat'
2224,2251,Drama,334531,'american football biography sport championship','My All American',2015-11-13,0,Released,'My All American','Aaron Eckhart Finn Wittrock Robin Tunney Sarah Bolger Michael Reilly Burke','Angelo Pizzo'
2225,2252,Comedy,32316,?,'Marci X',2003-08-22,1675706,Released,'Marci X','Lisa Kudrow Damon Wayans Richard Benjamin Jane Krakowski Christine Baranski','Richard Benjamin'
2226,2253,'Action Science Fiction Thriller',7299,'resistance fascism totalitarian regime destroy phasing',Equilibrium,2002-12-06,5359645,Released,Equilibrium,'Christian Bale Taye Diggs Emily Watson Angus Macfadyen Sean Bean','Kurt Wimmer'
2227,2254,'Drama War',13405,'based on true story duringcreditsstinger',黃石的孩子,2008-07-03,7400000,Released,'The Children of Huang Shi','Jonathan Rhys Meyers Radha Mitchell Chow Yun-fat Michelle Yeoh','Roger Spottiswoode'
2228,2255,'Drama Action Thriller Crime',19457,'corruption subway infiltration criminal','The Yards',2000-04-27,0,Released,'The Yards','Mark Wahlberg Joaquin Phoenix Charlize Theron James Caan Ellen Burstyn','James Gray'
2229,2256,Family,112937,?,'The Oogieloves in the Big Balloon Adventure',2012-08-29,0,Released,'The Oogieloves in the Big Balloon Adventure','Christopher Lloyd Cary Elwes Jaime Pressly Cloris Leachman Chazz Palminteri','Matthew Diamond'
2230,2257,'Drama Romance',314385,'france hotel 1970s grief travel','By the Sea',2015-11-12,3727746,Released,'By the Sea','Angelina Jolie Brad Pitt M\\u00e9lanie Laurent Melvil Poupaud Niels Arestrup','Angelina Jolie'
2231,2258,'Animation Fantasy Science Fiction',8953,'england inventor ball boy industrial revolution',Steamboy,2004-07-17,0,Released,Steamboy,'Anne Suzuki Masane Tsukayama Katsuo Nakamura Manami Konishi Kiyoshi Kodama','Katsuhiro \\u014ctomo'
2232,2259,Drama,29078,sport,'The Game of Their Lives',2005-01-01,0,Released,'The Game of Their Lives','Gerard Butler Wes Bentley Gavin Rossdale Costas Mandylor Louis Mandylor','David Anspaugh'
2233,2260,'Drama Mystery Thriller Crime Romance',46503,'difficult childhood patriarch childhood trauma dysfunctional marriage','All Good Things',2010-12-03,0,Released,'All Good Things','Kirsten Dunst Ryan Gosling Kristen Wiig Frank Langella Lily Rabe','Andrew Jarecki'
2234,2261,Adventure,10448,'in love with enemy indigenous island','Rapa Nui',1994-09-09,305070,Released,'Rapa Nui','Jason Scott Lee Esai Morales Sandrine Holt Eru Potaka-Dewes Emilio Tuki Hito','Kevin Reynolds'
2235,2262,'Comedy Drama Family Fantasy Science Fiction',13688,'little boy ufo extraterrestrial',長江七號,2008-01-30,47301471,Released,CJ7,'Stephen Chow Xu Jiao Kitty Zhang Yuqi Lam Tze-Chung Lee Sheung-Ching','Stephen Chow'
2236,2263,'Comedy Fantasy',10353,'mephisto french revolution time travel leap in time knight','Les Visiteurs 2 : Les Couloirs du temps',1998-02-11,0,Released,'The Visitors II: The Corridors of Time','Christian Clavier Jean Reno Marie-Anne Chazel Christian Bujeau Muriel Robin','Jean-Marie Poir\\u00e9'
2237,2264,'Action Comedy Horror Mystery Science Fiction',43935,'detective vampire supernatural zombie werewolf','Dylan Dog: Dead of Night',2011-03-16,4634062,Released,'Dylan Dog: Dead of Night','Brandon Routh Peter Stormare Sam Huntington Taye Diggs Anita Briem','Kevin Munroe'
2238,2265,'Drama Thriller',11458,'drug addiction press release from prison women\'s prison party','People I Know',2002-11-21,0,Released,'People I Know','Al Pacino Kim Basinger Ryan O\'Neal T\\u00e9a Leoni Jonathan Walker','Daniel Algrant'
2239,2266,'Drama Fantasy',44638,'shakespeare sword island frog sorcery','The Tempest',2010-12-10,346594,Released,'The Tempest','Helen Mirren Felicity Jones Reeve Carney David Strathairn Tom Conti','Julie Taymor'
2240,2267,'Horror Mystery Thriller',241257,'investigation memory loss',Regression,2015-10-01,17671101,Released,Regression,'Ethan Hawke Emma Watson David Thewlis Lothaire Bluteau Dale Dickey','Alejandro Amen\\u00e1bar'
2241,2268,'Action History Drama',14538,'warrior woman number in title',三国之见龙卸甲,2008-04-03,0,Released,'Three Kingdoms: Resurrection of the Dragon','Sammo Hung Vanness Wu Maggie Q Andy Lau Ti Lung','Daniel Lee'
2242,2269,'Crime Drama Thriller',13250,'chicago infidelity man-woman relation revenge','Butterfly on a Wheel',2007-07-27,0,Released,'Butterfly on a Wheel','Pierce Brosnan Maria Bello Gerard Butler Emma Karwandy Claudette Mink','Mike Barker'
2243,2270,'Comedy Animation Adventure Family',133931,'falcon bird origin',Zambezia,2012-06-05,0,Released,Zambezia,'Jeremy Suarez Samuel L. Jackson Abigail Breslin Leonard Nimoy Jeff Goldblum','Wayne Thornley'
2244,2271,'Drama History',280871,'mathematician biography prodigy ramanujam math genius',ராமானுஜன்,2014-07-11,0,Released,Ramanujan,'Abhinay Vaddi Suhasini Maniratnam Kevin McGowan Abbas Anmol','Gnana Rajasekaran'
2245,2272,Animation,239897,?,Dwegons,2014-01-24,0,Released,Dwegons,'Melissa Leo Maggie Wheeler Joey D. Vieira R. Martin Klein Thomas Francis Walsh III','Tom Walsh'
2246,2273,Drama,184341,?,'Hands of Stone',2016-08-26,0,Released,'Hands of Stone','Robert De Niro Edgar Ram\\u00edrez Jurnee Smollett Ellen Barkin Rub\\u00e9n Blades','Jonathan Jakubowicz'
2247,2274,Thriller,334074,'new year\'s eve fire showdown terrorist embassy',Survivor,2015-05-21,0,Released,Survivor,'Pierce Brosnan Milla Jovovich Dylan McDermott Angela Bassett Robert Forster','James McTeigue'
2248,2275,'Thriller Crime',199373,'gun escape serial killer man hunt hunting','The Frozen Ground',2013-07-18,5496951,Released,'The Frozen Ground','Nicolas Cage Vanessa Hudgens John Cusack Radha Mitchell Jodi Lyn O\'Keefe','Scott Walker'
2249,2276,'Drama Romance',14202,'china cholera foreign aid epidemic loveless marriage','The Painted Veil',2006-12-09,0,Released,'The Painted Veil','Edward Norton Juliet Howland Naomi Watts Ian Renwick Liev Schreiber','John Curran'
2250,2277,'Action Crime Drama History Thriller',6968,'terror raf 1970s','Der Baader Meinhof Komplex',2008-09-24,0,Released,'The Baader Meinhof Complex','Martina Gedeck Moritz Bleibtreu Johanna Wokalek Nadja Uhl Stipe Erceg','Uli Edel'
